roi_id,s2_id_gee,class,HI,TI
ROI_2756,20200331T081559_20200331T084227_T34LGM,cloudy,0.324385046958923,0.635620109456985
ROI_2756,20200612T082609_20200612T084533_T34LGM,mid-cloudy,0.926204383373261,0.546570598685778
ROI_2756,20200717T082611_20200717T084424_T34LGM,cloud-free,0.04512344673276,1
ROI_2790,20190624T025551_20190624T030138_T50SKA,mid-cloudy,0.996589422225952,0.542492298728674
ROI_2790,20190724T025551_20190724T030139_T50SKA,low-cloudy,0.01415687892586,0.89351804596252
ROI_2790,20191020T030739_20191020T031343_T50SKA,cloud-free,0.01540569216013,1
ROI_2790,20200229T025641_20200229T030545_T50SKA,almost-clear,0.051589522510767,0.848235618632887
ROI_2790,20200703T025549_20200703T030234_T50SKA,cloudy,0.017021875828505,0.43510364386097
ROI_2798,20190611T074611_20190611T080836_T35LRC,mid-cloudy,0.185369893908501,0.938769548432885
ROI_2798,20200406T074611_20200406T080826_T35LRC,cloud-free,0.045752607285976,1
ROI_2798,20200421T074609_20200421T080321_T35LRC,almost-clear,0.028830820694566,0.976188593896617
ROI_2798,20200531T074619_20200531T080520_T35LRC,cloudy,0.945470571517944,0.432873335962303
ROI_2798,20200605T074621_20200605T080829_T35LRC,low-cloudy,0.033043116331101,0.941243283509348
ROI_2800,20190613T073619_20190613T074828_T38SNJ,almost-clear,0.022065026685596,0.93037445121374
ROI_2800,20190621T074621_20190621T075324_T38SNJ,cloud-free,0.025939617305994,0.333041379817233
ROI_2800,20190721T074621_20190721T075336_T38SNJ,low-cloudy,0.826939821243286,0.618659174380502
ROI_2800,20200516T074621_20200516T075206_T38SNJ,mid-cloudy,0.971709609031677,0.626068399557441
ROI_2800,20200615T074621_20200615T075815_T38SNJ,cloudy,0.918420732021332,0.727507639414096
ROI_2809,20180414T082559_20180414T083052_T36TXK,cloud-free,0.022475136443973,1
ROI_2809,20180514T082559_20180514T083820_T36TXK,mid-cloudy,0.019187077879906,0.899241920504707
ROI_2809,20190509T082609_20190509T083630_T36TXK,cloudy,0.013822598382831,0.834052768330343
ROI_2809,20191130T083311_20191130T083312_T36TXK,low-cloudy,0.69926518201828,0.819329402035291
ROI_2809,20200727T082611_20200727T083817_T36TXK,almost-clear,0.011831664480269,0.957279143609728
ROI_2847,20180127T093241_20180127T093241_T34TEN,almost-clear,0.099108181893826,0.800154337070586
ROI_2847,20180328T093031_20180328T093032_T34TEN,low-cloudy,0.133191362023354,0.917755984007003
ROI_2847,20180414T092031_20180414T092029_T34TEN,cloud-free,0.031402837485075,1
ROI_2847,20200117T093321_20200117T093331_T34TEN,mid-cloudy,0.180360272526741,0.483952589475087
ROI_2847,20200620T093039_20200620T093358_T34TEN,cloudy,0.912256896495819,0.780236668857224
ROI_2852,20180520T094031_20180520T094616_T34TDP,mid-cloudy,0.067209355533123,0.950402014849541
ROI_2852,20190614T094031_20190614T094034_T34TDP,almost-clear,0.085616730153561,0.463386801722204
ROI_2852,20190830T093041_20190830T093035_T34TDP,low-cloudy,0.997530162334442,0.882748229111778
ROI_2852,20191111T094231_20191111T094345_T34TDP,cloudy,0.982889592647553,0.50613803260354
ROI_2852,20200122T093209_20200122T093703_T34TDP,cloud-free,0.025723982602358,1
ROI_2879,20180502T083601_20180502T083808_T36SVJ,low-cloudy,0.038194924592972,0.959676187539658
ROI_2879,20180929T083731_20180929T084413_T36SVJ,cloud-free,0.019468223676086,1
ROI_2879,20190726T083611_20190726T083840_T36SVJ,cloudy,0.040958877652884,0.916148590042739
ROI_2879,20191223T084351_20191223T084347_T36SVJ,mid-cloudy,0.908536672592163,0.600725395095747
ROI_2879,20200625T083559_20200625T084709_T36SVJ,almost-clear,0.036658637225628,0.941513277617505
ROI_2881,20180729T094031_20180729T094031_T33TYJ,low-cloudy,0.057769637554884,0.924547247738549
ROI_2881,20181010T095031_20181010T095801_T33TYJ,cloud-free,0.0187449734658,1
ROI_2881,20190619T094039_20190619T094103_T33TYJ,cloudy,0.040154937654734,0.93554820129244
ROI_2881,20190719T094039_20190719T094329_T33TYJ,mid-cloudy,0.033797211945057,0.956053285568321
ROI_2881,20190910T095029_20190910T095739_T33TYJ,almost-clear,0.037562899291515,0.922026932874472
ROI_2888,20180629T094031_20180629T094523_T34TBL,mid-cloudy,0.011398520320654,0.947222525282966
ROI_2888,20180724T094029_20180724T094755_T34TBL,almost-clear,0.027110617607832,0.92420675033072
ROI_2888,20181221T094409_20181221T094824_T34TBL,cloudy,0.992483198642731,0.69582321554255
ROI_2888,20190719T094039_20190719T094329_T34TBL,low-cloudy,0.019562114030123,0.942057333333341
ROI_2888,20190818T094039_20190818T094036_T33TYF,cloud-free,0.012649057433009,1
ROI_2892,20180430T094031_20180430T094543_T33SXC,almost-clear,0.032873637974262,0.915125515279049
ROI_2892,20180828T094031_20180828T094319_T33SXC,low-cloudy,0.073361501097679,0.935287891780514
ROI_2892,20190629T094039_20190629T094329_T33SXC,cloud-free,0.025858180597425,0.499985120909776
ROI_2892,20191027T094029_20191027T094607_T33SXC,mid-cloudy,0.069643072783947,0.910735187897756
ROI_2892,20200125T094159_20200125T094157_T33SXC,cloudy,0.080601319670677,0.468006326809446
ROI_2893,20180622T095031_20180622T095438_T33SWC,low-cloudy,0.038741230964661,0.919604680570277
ROI_2893,20190224T094031_20190224T094938_T33SWC,cloudy,0.226931691169739,0.425439050097635
ROI_2893,20190425T094031_20190425T094505_T33SWC,mid-cloudy,0.962149500846863,0.542223691175913
ROI_2893,20191002T094031_20191002T094033_T33SWC,almost-clear,0.025739405304194,0.945124416630582
ROI_2893,20200618T094041_20200618T094609_T33SWC,cloud-free,0.022497273981571,1
ROI_2895,20180622T095031_20180622T095438_T33SVB,low-cloudy,0.0383086130023,0.935660061575981
ROI_2895,20190314T095029_20190314T095447_T33SVB,almost-clear,0.154226899147034,0.664836242205995
ROI_2895,20190920T095029_20190920T095918_T33SVB,cloudy,0.041271299123764,0.869728938366612
ROI_2895,20191015T095031_20191015T095354_T33SVB,mid-cloudy,0.076080054044724,0.907662100906212
ROI_2895,20200207T095059_20200207T095055_T33SVB,cloud-free,0.038131847977638,1
ROI_2905,20180409T101031_20180409T101343_T32TPR,cloudy,0.633035957813263,0.319754401793673
ROI_2905,20191001T101031_20191001T101659_T32TPR,low-cloudy,0.035435732454062,0.651015042141328
ROI_2905,20191230T101421_20191230T101423_T32TPR,almost-clear,0.052157618105412,0.24975797755012
ROI_2905,20200528T101031_20200528T101244_T32TPR,mid-cloudy,0.27604278922081,0.826739373865583
ROI_2905,20200627T101031_20200627T101243_T32TPR,cloud-free,0.021711442619562,1
ROI_2912,20180518T095029_20180518T095747_T33TXL,low-cloudy,0.055910527706146,0.921338487315604
ROI_2912,20181015T095029_20181015T095337_T33TXL,mid-cloudy,0.99697208404541,0.400773454663094
ROI_2912,20190612T095039_20190612T095109_T33TXL,cloud-free,0.031848557293415,1
ROI_2912,20191209T095309_20191209T095309_T33TXL,cloudy,0.0052883294411,0.526138340434016
ROI_2912,20200706T095029_20200706T095031_T33TXL,almost-clear,0.031366277486086,0.647662797851984
ROI_2920,20181030T095121_20181030T095351_T33UXR,mid-cloudy,0.737069308757782,0.773070199430116
ROI_2920,20190702T095039_20190702T095306_T33UXR,low-cloudy,0.93682736158371,0.830465012866881
ROI_2920,20190826T095031_20190826T095031_T33UXR,almost-clear,0.013351440429688,0.894427361260817
ROI_2920,20200222T095021_20200222T095024_T33UXR,cloudy,0.248598143458366,0.330649550385588
ROI_2920,20200422T095031_20200422T095031_T33UXR,cloud-free,0.008844637311995,0.49962196809227
ROI_2944,20190728T164849_20190728T170235_T15SYD,almost-clear,0.006263408344239,0.68169080866485
ROI_2944,20191222T164709_20191222T164709_T15SYD,cloud-free,0.078444510698319,1
ROI_2944,20200311T164009_20200311T164555_T15SYD,cloudy,0.00398652208969,0.480120517560918
ROI_2944,20200523T164839_20200523T165740_T16SBJ,mid-cloudy,0.949958205223084,0.717140995036767
ROI_2944,20200619T163839_20200619T164224_T15SYD,low-cloudy,0.015843043103814,0.695495957455545
ROI_2945,20190319T163001_20190319T163452_T16SFJ,low-cloudy,0.905210673809052,0.446886876366036
ROI_2945,20191224T163711_20191224T163706_T16SFJ,cloud-free,0.055140864104033,1
ROI_2945,20200407T162829_20200407T163301_T16SFJ,almost-clear,0.604555904865265,0.656494029690548
ROI_2945,20200621T162901_20200621T163530_T16SFJ,cloudy,0.987286746501923,0.367309574678271
ROI_2945,20200711T162901_20200711T164201_T16SFJ,mid-cloudy,0.077283978462219,0.684052042983372
ROI_2946,20190130T162519_20190130T163144_T16SFH,cloud-free,0.025841573253274,1
ROI_2946,20191114T163541_20191114T163537_T16SFH,cloudy,0.96050500869751,0.589522989559708
ROI_2946,20191221T162701_20191221T162700_T16SFH,mid-cloudy,0.988889813423157,0.594821936499582
ROI_2946,20200524T161829_20200524T162654_T16SFH,low-cloudy,0.039936631917954,0.889404273857651
ROI_2946,20200711T162901_20200711T164201_T16SFH,almost-clear,0.043693900108337,0.943386627307591
ROI_2972,20181219T163701_20181219T164725_T15QYA,almost-clear,0.046447694301605,0.902166692109223
ROI_2972,20190319T163001_20190319T164708_T15QYA,cloudy,0.006056927610189,0.614550789272404
ROI_2972,20190617T162901_20190617T164244_T15QYA,mid-cloudy,0.091074123978615,0.919470760826126
ROI_2972,20190722T162839_20190722T164406_T15QYA,low-cloudy,0.009734789840877,0.900899173354761
ROI_2972,20191119T163559_20191119T163811_T15QYA,cloud-free,0.035813715308905,0.499979397239535
ROI_2976,20190616T140101_20190616T140056_T21KUV,cloud-free,0.059395700693131,1
ROI_2976,20191004T140051_20191004T140054_T21KUV,almost-clear,0.471694380044937,0.683152834293606
ROI_2976,20191103T140101_20191103T140055_T21KUV,cloudy,0.680284321308136,0.782730943439021
ROI_2976,20191113T140051_20191113T140054_T21KUV,mid-cloudy,0.266584813594818,0.707636367473861
ROI_2976,20200102T140051_20200102T140047_T21KUV,low-cloudy,0.018163898959756,0.908987287481233
ROI_3003,20181227T142751_20181227T143741_T18GYS,low-cloudy,0.101030766963959,0.914620076510085
ROI_3003,20190302T142849_20190302T143652_T18GYS,cloudy,0.077345430850983,0.558406752102137
ROI_3003,20190327T142751_20190327T143950_T18GYS,cloud-free,0.017122384160757,0.499972146504806
ROI_3003,20190725T142801_20190725T144300_T18GYS,almost-clear,0.587059140205383,0.575192809496662
ROI_3003,20200225T142729_20200225T143545_T18GYS,mid-cloudy,0.117944799363613,0.679969912508487
ROI_3053,20190518T001111_20190518T001112_T56KLU,low-cloudy,0.031523928046227,0.879537627833564
ROI_3053,20190806T001111_20190806T001113_T56KLU,cloudy,0.363719940185547,0.60567978183794
ROI_3053,20190915T001111_20190915T001108_T56KLU,almost-clear,0.123704090714455,0.894605790510949
ROI_3053,20200512T001111_20200512T001114_T56KLU,cloud-free,0.063404485583305,1
ROI_3053,20200601T001121_20200601T001115_T56KLU,mid-cloudy,0.938277781009674,0.797496497069585
ROI_3117,20181231T030129_20181231T030926_T49QGE,mid-cloudy,0.615717768669128,0.546470920418273
ROI_3117,20190204T025921_20190204T030510_T49QGE,almost-clear,0.210162848234177,0.660587296193751
ROI_3117,20190828T025549_20190828T031104_T49QGE,cloudy,0.48554727435112,0.421839844622889
ROI_3117,20191111T025941_20191111T030436_T49QGE,cloud-free,0.122246630489826,1
ROI_3117,20200623T025549_20200623T030950_T49QGE,low-cloudy,0.519383490085602,0.592911444881549
ROI_3121,20191103T024849_20191103T030114_T50QMK,mid-cloudy,0.24780210852623,0.892356184764204
ROI_3121,20191118T025011_20191118T030042_T50QMK,cloud-free,0.160484686493874,0.499985884026212
ROI_3121,20191208T025111_20191208T025726_T50QMK,low-cloudy,0.15956611931324,0.875902586975092
ROI_3121,20200605T024551_20200605T030054_T50QMK,almost-clear,0.280308127403259,0.873801226385839
ROI_3121,20200715T024551_20200715T025520_T50QMK,cloudy,0.430718809366226,0.365652533733355
ROI_3129,20190313T024541_20190313T025624_T50RPT,cloud-free,0.022622203454375,0.333324177053957
ROI_3129,20190711T024551_20190711T025640_T50RPT,mid-cloudy,0.120595753192902,0.533215917670497
ROI_3129,20190812T023559_20190812T024731_T50RPT,almost-clear,0.028796438127756,0.901705644508966
ROI_3129,20190921T023549_20190921T024435_T50RPT,low-cloudy,0.11445214599371,0.914196139495296
ROI_3129,20200717T023549_20200717T024726_T50RPT,cloudy,0.992222607135773,0.639434038923592
ROI_3137,20190301T034701_20190301T034656_T47RPK,cloud-free,0.046144876629114,1
ROI_3137,20190331T034531_20190331T034534_T47RPK,low-cloudy,0.014222331345081,0.922601517841702
ROI_3137,20190927T034541_20190927T035839_T47RPK,mid-cloudy,0.146637499332428,0.911404601288429
ROI_3137,20191226T035151_20191226T035837_T47RPK,almost-clear,0.044207155704498,0.930125314179965
ROI_3137,20200529T034539_20200529T035809_T47RPK,cloudy,0.812441408634186,0.697591703795077
ROI_3145,20190525T025551_20190525T030137_T51UVP,cloudy,0.689243674278259,0.799720973970836
ROI_3145,20190721T024551_20190721T025014_T51UVP,mid-cloudy,0.872972667217255,0.834575446317143
ROI_3145,20190818T025549_20190818T025550_T51UVP,low-cloudy,0.106748946011066,0.908219808163996
ROI_3145,20191017T025709_20191017T025711_T51UVP,cloud-free,0.019800322130323,1
ROI_3145,20200516T024551_20200516T025402_T51UVP,almost-clear,0.167986571788788,0.851887824259093
ROI_3153,20190411T031541_20190411T031758_T51VUE,cloudy,0.939606666564941,0.308491143399608
ROI_3153,20190504T032541_20190504T033029_T50VPK,mid-cloudy,0.878719031810761,0.561005183876989
ROI_3153,20190728T032549_20190728T032545_T50VPK,cloud-free,0.039313741028309,1
ROI_3153,20200624T031551_20200624T031545_T51VUE,almost-clear,0.060516029596329,0.944363464958838
ROI_3153,20200627T032541_20200627T033031_T50VPK,low-cloudy,0.233906716108322,0.858390293637027
ROI_3169,20190212T063009_20190212T063035_T43VEL,cloudy,0.960399687290192,0.822150259184452
ROI_3169,20190220T063911_20190220T063910_T43VEL,cloud-free,0.041748192161322,1
ROI_3169,20190413T062639_20190413T062814_T43VEL,almost-clear,0.789462685585022,0.891489841586487
ROI_3169,20190730T063631_20190730T063630_T43VEL,mid-cloudy,0.376954555511475,0.803615468086353
ROI_3169,20200525T063631_20200525T063632_T43VEL,low-cloudy,0.373215973377228,0.772198974833643
ROI_3192,20190411T072619_20190411T073434_T39UWQ,cloud-free,0.024088148027659,1
ROI_3192,20190926T073651_20190926T074528_T39UWQ,cloudy,0.980267524719238,0.358817441832833
ROI_3192,20200205T073009_20200205T073543_T39UWQ,almost-clear,0.050613168627024,0.864490940316314
ROI_3192,20200420T072621_20200420T072616_T39UWQ,mid-cloudy,0.98706716299057,0.544592393880998
ROI_3192,20200503T073621_20200503T074436_T39UWQ,low-cloudy,0.017961390316486,0.707832632423126
ROI_3196,20190303T074821_20190303T075117_T39UUP,cloud-free,0.021404510363937,1
ROI_3196,20190509T073621_20190509T074354_T39UUP,almost-clear,0.860780298709869,0.587216484727257
ROI_3196,20190603T073619_20190603T073620_T39UUP,low-cloudy,0.906593382358551,0.307262849469659
ROI_3196,20190606T074619_20190606T075408_T39UUP,mid-cloudy,0.974319219589233,0.380048264076488
ROI_3196,20200715T074621_20200715T074616_T39UUP,cloudy,0.967273831367493,0.345116114865392
ROI_3201,20190118T081251_20190118T081421_T38TMS,cloud-free,0.014385174959898,0.498889295984532
ROI_3201,20190219T075959_20190219T080315_T38TMS,almost-clear,0.022311901673675,0.921689580131829
ROI_3201,20190314T080709_20190314T081447_T38TMS,mid-cloudy,0.204499959945679,0.886098895726112
ROI_3201,20190729T075619_20190729T075950_T38TMS,low-cloudy,0.015981385484338,0.952541782384621
ROI_3201,20200519T075611_20200519T080012_T38TMS,cloudy,0.987898170948029,0.827100544959812
ROI_3204,20190122T075221_20190122T075539_T38TPK,mid-cloudy,0.991843283176422,0.728911208572648
ROI_3204,20190608T073611_20190608T074417_T38TPK,low-cloudy,0.983194887638092,0.849583083728999
ROI_3204,20190628T073621_20190628T074312_T38TPK,cloud-free,0.044417716562748,1
ROI_3204,20190721T074621_20190721T075336_T38TPK,cloudy,0.996268510818481,0.582963751911019
ROI_3204,20200223T073921_20200223T074458_T38TPK,almost-clear,0.188555508852005,0.615858274318924
ROI_3215,20190401T081601_20190401T081628_T37UFT,cloud-free,0.046248689293861,1
ROI_3215,20190516T081609_20190516T081817_T37UFT,mid-cloudy,0.984022319316864,0.724210122260218
ROI_3215,20190703T082611_20190703T083219_T37UFT,low-cloudy,0.116629168391228,0.93509355383737
ROI_3215,20190819T081611_20190819T082341_T37UFT,almost-clear,0.792503595352173,0.611498681425667
ROI_3215,20200614T081611_20200614T082228_T37UFT,cloudy,0.966991186141968,0.71517158378759
ROI_3217,20190409T082609_20190409T082606_T37UFA,almost-clear,0.032785844057798,0.805624301051425
ROI_3217,20190613T082611_20190613T083046_T37UFA,cloud-free,0.034728996455669,1
ROI_3217,20190708T082609_20190708T083143_T37UFA,cloudy,0.945066511631012,0.526798451477423
ROI_3217,20190807T082609_20190807T082757_T37UFA,mid-cloudy,0.035942200571299,0.686178501763945
ROI_3217,20200702T082609_20200702T083411_T37UFA,low-cloudy,0.024904813617468,0.932694403419172
ROI_3239,20190512T074621_20190512T074615_T38TNT,mid-cloudy,0.695278525352478,0.790937126454339
ROI_3239,20190525T075611_20190525T080347_T38TNT,cloud-free,0.04443234950304,1
ROI_3239,20190629T075619_20190629T080033_T38TNT,almost-clear,0.225907891988754,0.812718436746561
ROI_3239,20191027T080009_20191027T080620_T38TNT,cloudy,0.985822975635529,0.6635240314367
ROI_3239,20200730T074619_20200730T075504_T38TNT,low-cloudy,0.071844093501568,0.945335814333475
ROI_3250,20190417T083601_20190417T083603_T38VMM,cloud-free,0.091049998998642,1
ROI_3250,20190504T082611_20190504T083011_T38VMM,almost-clear,0.05165771394968,0.918968996084248
ROI_3250,20190621T083609_20190621T083615_T38VMM,low-cloudy,0.373008489608765,0.611825474715581
ROI_3250,20200511T083611_20200511T084101_T38VMM,cloudy,0.394277662038803,0.633152291921899
ROI_3250,20200710T083601_20200710T084056_T38VMM,mid-cloudy,0.246303543448448,0.791673389709696
ROI_3253,20190212T081049_20190212T081044_T38VPP,cloudy,0.47022345662117,0.241166769264285
ROI_3253,20190413T080609_20190413T080846_T38VPP,mid-cloudy,0.250948786735535,0.549880145120129
ROI_3253,20190531T081611_20190531T081627_T38VPP,cloud-free,0.050630446523428,1
ROI_3253,20200614T081611_20200614T082228_T38VPP,almost-clear,0.120994687080383,0.711260337678538
ROI_3253,20200711T080611_20200711T081106_T38VPP,low-cloudy,0.060837533324957,0.700543292109354
ROI_3261,20190519T073621_20190519T073616_T40UCG,low-cloudy,0.150367870926857,0.670703370387316
ROI_3261,20190718T073621_20190718T074305_T40UCG,cloudy,0.98147451877594,0.626348723283783
ROI_3261,20190908T072619_20190908T073058_T40UCG,almost-clear,0.055325351655483,0.946548751692343
ROI_3261,20190916T073611_20190916T074259_T40UCG,mid-cloudy,0.937548041343689,0.575395626688429
ROI_3261,20200712T073621_20200712T074155_T40UCG,cloud-free,0.02499339915812,1
ROI_3262,20181225T074329_20181225T074325_T40VDJ,cloud-free,0.068663761019707,1
ROI_3262,20190429T073621_20190429T074311_T40VDJ,mid-cloudy,0.847393274307251,0.640721992585743
ROI_3262,20190506T072621_20190506T073100_T40VDJ,cloudy,0.941710472106934,0.53073948491328
ROI_3262,20190526T072621_20190526T073135_T40VDJ,almost-clear,0.907566070556641,0.822593554700506
ROI_3262,20190610T072629_20190610T072623_T40VDJ,low-cloudy,0.206289753317833,0.930098180987548
ROI_3266,20181221T071311_20181221T071308_T40UFE,cloud-free,0.091340854763985,1
ROI_3266,20190505T070629_20190505T070629_T40UFE,cloudy,0.98347270488739,0.714041230544353
ROI_3266,20190607T071629_20190607T071704_T40UFE,mid-cloudy,0.944810092449188,0.854185830488524
ROI_3266,20190619T070631_20190619T070759_T40UFE,low-cloudy,0.878564417362213,0.619272355702238
ROI_3266,20190806T071629_20190806T071704_T40UFE,almost-clear,0.044832598417997,0.942434520628394
ROI_3284,20190704T075611_20190704T075614_T40WDT,almost-clear,0.122635960578918,0.948854585422718
ROI_3284,20190905T080611_20190905T080606_T40WDT,cloud-free,0.048770491033793,1
ROI_3284,20200608T075621_20200608T075651_T40WDT,cloudy,0.997617185115814,0.850314095392147
ROI_3284,20200713T075609_20200713T075928_T40WDT,mid-cloudy,0.08555219322443,0.772260881617961
ROI_3284,20200726T080609_20200726T080832_T40WDT,low-cloudy,0.052095472812653,0.962973319934035
ROI_3316,20190313T152629_20190313T152623_T19UGT,cloud-free,0.054774262011051,1
ROI_3316,20190328T152631_20190328T152626_T20ULC,cloudy,0.839337348937988,0.55507551171817
ROI_3316,20190803T153609_20190803T153604_T19UGT,low-cloudy,0.215555772185326,0.672317704629913
ROI_3316,20190924T152631_20190924T152808_T20ULC,mid-cloudy,0.379521369934082,0.806575092665243
ROI_3316,20200211T152621_20200211T152619_T19UGT,almost-clear,0.267970204353333,0.48045719006526
ROI_3322,20190403T162839_20190403T163509_T18VVR,low-cloudy,0.539485454559326,0.541285641648722
ROI_3322,20190921T165001_20190921T165057_T18VVR,cloudy,0.420622020959854,0.331730451036804
ROI_3322,20200128T163529_20200128T163530_T18VVR,almost-clear,0.090630739927292,0.348471707863902
ROI_3322,20200408T164851_20200408T165501_T18VVR,cloud-free,0.058518767356873,0.499745423743326
ROI_3322,20200729T163839_20200729T164028_T18VVR,mid-cloudy,0.993581771850586,0.163351099238738
ROI_3335,20190310T183149_20190310T183150_T12UUV,cloud-free,0.06157286092639,1
ROI_3335,20190524T182921_20190524T183901_T11UQQ,cloudy,0.843435406684876,0.555002714606155
ROI_3335,20190708T182929_20190708T182955_T11UQQ,almost-clear,0.011214059777558,0.936637702951855
ROI_3335,20190921T183041_20190921T183044_T11UQQ,mid-cloudy,0.949060082435608,0.742833095349888
ROI_3335,20191120T183651_20191120T184011_T12UUV,low-cloudy,0.717588722705841,0.498964582609382
ROI_3338,20190225T191351_20190225T191346_T11ULA,cloud-free,0.016347087919712,1
ROI_3338,20190418T185919_20190418T190823_T11ULA,mid-cloudy,0.875293850898743,0.836789273435329
ROI_3338,20190615T190921_20190615T191225_T11ULA,almost-clear,0.058801170438528,0.91656062574213
ROI_3338,20191207T191759_20191207T191756_T11ULA,low-cloudy,0.504604935646057,0.52786358959576
ROI_3338,20200128T190631_20200128T190648_T11ULA,cloudy,0.927091836929321,0.559749681492984
ROI_3365,20190402T152629_20190402T152629_T20UPF,mid-cloudy,0.967703104019165,0.529766582645892
ROI_3365,20190626T152631_20190626T152631_T20UPF,low-cloudy,0.850197315216064,0.637556589284779
ROI_3365,20190921T151651_20190921T151651_T20UPF,almost-clear,0.188960671424866,0.624964135874736
ROI_3365,20191223T152641_20191223T152637_T20UPF,cloud-free,0.04017224535346,1
ROI_3365,20200228T151651_20200228T151646_T20UPF,cloudy,0.785991966724396,0.578918172004519
ROI_3390,20190112T161631_20190112T161629_T18VWJ,cloud-free,0.056272890418768,1
ROI_3390,20190313T161041_20190313T161649_T18VWJ,mid-cloudy,0.965737462043762,0.411153736352673
ROI_3390,20190825T160829_20190825T161123_T18VWJ,cloudy,0.988436877727509,0.593460409446702
ROI_3390,20190917T161909_20190917T162652_T18VWJ,almost-clear,0.050700217485428,0.890167356509821
ROI_3390,20191108T161501_20191108T161459_T18VWJ,low-cloudy,0.760370552539825,0.337294427524773
ROI_3391,20181230T160651_20181230T160647_T19VCE,cloud-free,0.038511872291565,1
ROI_3391,20190628T155911_20190628T160328_T19VCE,almost-clear,0.778282463550568,0.551272923711458
ROI_3391,20200426T160901_20200426T161045_T19VCE,low-cloudy,0.753821134567261,0.540484954430883
ROI_3391,20200610T160829_20200610T161117_T19VCE,mid-cloudy,0.751703143119812,0.447376626873141
ROI_3391,20200625T160911_20200625T161048_T19VCE,cloudy,0.972608029842377,0.462122592411355
ROI_3400,20190412T192911_20190412T193023_T10VEL,cloudy,0.941257357597351,0.431126284619276
ROI_3400,20190424T191919_20190424T191928_T10VEL,mid-cloudy,0.973045527935028,0.581357971652594
ROI_3400,20190706T192919_20190706T193200_T10VEL,low-cloudy,0.980622529983521,0.615371679718725
ROI_3400,20190721T192911_20190721T192910_T10VEL,cloud-free,0.054359018802643,1
ROI_3400,20190810T192911_20190810T193245_T10VEL,almost-clear,0.997740268707275,0.794184256000526
ROI_3417,20190119T165629_20190119T165737_T15RVN,low-cloudy,0.233203560113907,0.917124353016259
ROI_3417,20190812T164901_20190812T165746_T15RVN,mid-cloudy,0.082320466637611,0.921768809222471
ROI_3417,20200208T165441_20200208T165946_T15RVN,cloud-free,0.157851576805115,1
ROI_3417,20200423T164839_20200423T170131_T15RVN,cloudy,0.533594787120819,0.38364964750343
ROI_3417,20200712T164849_20200712T165954_T15RVN,almost-clear,0.430698245763779,0.689421623652556
ROI_3426,20181218T131239_20181218T131237_T22KHU,cloudy,0.804441392421722,0.509621191100642
ROI_3426,20181231T132229_20181231T132230_T23KKP,almost-clear,0.047266609966755,0.943816418989982
ROI_3426,20190219T132229_20190219T132637_T23KKP,mid-cloudy,0.148170843720436,0.923032718221254
ROI_3426,20190224T132231_20190224T132257_T22KHU,cloud-free,0.049212452024222,0.499979397239535
ROI_3426,20190313T131241_20190313T131828_T23KKP,low-cloudy,0.375098764896393,0.913072931511115
ROI_3428,20190424T101031_20190424T102255_T31QDV,cloud-free,0.112032353878021,1
ROI_3428,20181225T101421_20181225T102416_T31QDV,cloud-free,0.093936368823052,0.174882479827162
ROI_3428,20190223T101021_20190223T101729_T31QDV,mid-cloudy,0.157530725002289,0.250422965280515
ROI_3428,20190330T101029_20190330T102401_T31QDV,cloudy,0.163761049509048,0.271337522395573
ROI_3428,20190906T101029_20190906T101714_T31QDV,low-cloudy,0.583941876888275,0.628790918008377
ROI_3439,20190811T080619_20190811T080613_T39VWK,mid-cloudy,0.388387382030487,0.86009867643618
ROI_3439,20200606T080609_20200606T080814_T39VWK,almost-clear,0.05732336640358,0.764791507723774
ROI_3439,20200614T081611_20200614T081609_T39VWK,low-cloudy,0.723744690418243,0.450589345461071
ROI_3439,20200723T075609_20200723T075611_T39VWK,cloudy,0.928329467773438,0.679656408542745
ROI_3439,20200724T081611_20200724T081630_T39VWK,cloud-free,0.030012287199497,0.499963749866447
ROI_3460,20181224T134639_20181224T134635_T20FQH,almost-clear,0.138200625777245,0.790891282953521
ROI_3460,20190622T134649_20190622T134647_T20FQH,cloudy,0.370653867721558,0.466704579791527
ROI_3460,20190704T133651_20190704T133648_T21FUC,low-cloudy,0.306351274251938,0.520779697875355
ROI_3460,20190727T134641_20190727T134644_T21FUC,cloud-free,0.248351782560348,1
ROI_3460,20200120T133641_20200120T133635_T20FQH,mid-cloudy,0.022604562342167,0.89517910524733
ROI_3471,20190123T005711_20190123T005705_T53JNK,cloud-free,0.039617508649826,1
ROI_3471,20190324T005711_20190324T005707_T53JNK,mid-cloudy,0.912976682186127,0.825036813899009
ROI_3471,20190416T010731_20190416T011020_T53JNK,low-cloudy,0.460051625967026,0.494528933236221
ROI_3471,20190730T010739_20190730T011206_T53JNK,cloudy,0.154597446322441,0.484021557557228
ROI_3471,20200704T010729_20200704T011200_T53JNK,almost-clear,0.480273246765137,0.547397229207382
ROI_3484,20190102T012711_20190102T012710_T52JCM,cloud-free,0.046043612062931,1
ROI_3484,20190701T012721_20190701T013148_T52JCM,cloudy,0.920434594154358,0.544772057299767
ROI_3484,20191029T012721_20191029T013236_T52JCM,low-cloudy,0.329528898000717,0.924277899774404
ROI_3484,20200302T012719_20200302T013049_T52JCM,almost-clear,0.058831267058849,0.937203737850871
